Date ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
07-Nov-14,537.1,543.95,532.2,536,533.7,533.35,536.42,543.95,332.1,"24,54,112","1,31,64,26,759.95","33,318"
10-Nov-14,530.75,534.45,518.75,533.35,523.35,522.3,523.93,543.95,332.1,"33,53,906","1,75,71,99,012.25","45,637"
11-Nov-14,525,527.5,517.1,522.3,523.05,521.7,521.9,543.95,332.1,"25,23,943","1,31,72,50,591.45","57,747"
12-Nov-14,523.4,536.9,521.9,521.7,530,531.85,532.44,543.95,332.1,"35,79,289","1,90,57,48,973.70","70,646"
13-Nov-14,533,536,523.45,531.85,526.55,526.75,528.25,543.95,332.1,"27,69,737","1,46,31,21,424.80","61,690"
14-Nov-14,529.85,536.8,519.65,526.75,522.5,523.9,529.62,543.95,332.1,"46,67,710","2,47,21,19,844.15","78,710"
17-Nov-14,520,547.55,520,523.9,545.15,545.25,540.43,547.55,332.1,"70,83,220","3,82,80,03,083.80","1,35,377"
18-Nov-14,548.65,550.7,540.5,545.25,541.55,541.6,543.99,550.7,332.1,"44,99,757","2,44,78,18,135.95","97,414"
19-Nov-14,544.05,544.95,522.5,541.6,530.45,529.5,532.38,550.7,332.1,"46,28,849","2,46,42,89,669.65","80,271"
20-Nov-14,533,533.85,520.3,529.5,525.7,524.75,523.19,550.7,332.1,"37,88,322","1,98,20,03,169.40","44,652"
21-Nov-14,528.55,539.4,527.2,524.75,531.7,531,532.1,550.7,332.1,"39,76,809","2,11,60,43,638.90","60,541"
24-Nov-14,531,538.65,525,531,528,526.4,529.74,550.7,332.1,"37,53,092","1,98,81,81,324.95","49,649"
25-Nov-14,528.55,529.05,513,526.4,524,521.85,521.19,550.7,332.1,"43,13,395","2,24,80,85,409.65","60,595"
26-Nov-14,521.7,524.8,515,521.85,520.9,519.95,520.04,550.7,332.1,"45,89,398","2,38,66,71,990.60","68,491"
27-Nov-14,515,522.85,511.5,519.95,521.85,519.95,516.41,550.7,332.1,"56,41,394","2,91,32,50,165.15","61,948"
28-Nov-14,524.4,539,521.5,519.95,531.9,533.5,530.02,550.7,332.1,"81,74,796","4,33,27,86,934.10","84,518"
01-Dec-14,539.85,539.85,530.1,533.5,535.05,536,534.52,550.7,332.1,"50,93,458","2,72,25,36,582.35","1,34,346"
02-Dec-14,535.7,535.8,528.1,536,529,528.95,530.5,550.7,332.1,"35,55,543","1,88,62,10,374.05","42,325"
03-Dec-14,535.2,538.8,526.3,528.95,528.3,529,532.03,550.7,332.1,"39,97,174","2,12,66,03,293.60","66,472"
04-Dec-14,534,537.25,522,529,528.4,527.75,526.9,550.7,332.1,"36,00,835","1,89,72,87,996.80","59,706"
05-Dec-14,524.45,530.75,522.45,527.75,524.95,525.35,526.47,550.7,332.1,"24,43,317","1,28,63,26,337.75","37,122"
08-Dec-14,525.1,530.5,513.7,525.35,515.6,515.7,520.94,550.7,332.1,"31,02,060","1,61,59,81,495.50","54,495"
09-Dec-14,517.25,520.85,501.35,515.7,503.25,503.25,509.2,550.7,332.1,"55,03,173","2,80,22,40,898.30","98,340"
10-Dec-14,496,514.9,493.2,503.25,510,511,506.15,550.7,332.1,"55,61,474","2,81,49,44,803.15","76,614"
11-Dec-14,506.8,512.8,498,511,504.3,503.9,504,550.7,332.1,"40,26,431","2,02,93,15,812.35","73,582"
12-Dec-14,498.9,507.75,496,503.9,497.2,499.95,502.36,550.7,332.1,"38,59,003","1,93,86,08,441.35","69,189"
15-Dec-14,494.9,501.8,492.35,499.95,496.5,493.95,496.98,550.7,332.1,"38,55,125","1,91,59,32,113.35","67,407"
16-Dec-14,490,491.7,478.5,493.95,486.05,481.65,483.76,550.7,332.1,"47,62,142","2,30,37,35,036.95","1,30,085"
17-Dec-14,478.6,486.4,468.65,481.65,475.3,475.8,475.44,550.7,332.1,"61,72,599","2,93,47,24,044.75","80,878"
18-Dec-14,481.05,490,480.85,475.8,485.05,484.9,485.14,550.7,332.1,"43,70,887","2,12,05,13,275.00","77,199"
19-Dec-14,490.3,497.8,484.15,484.9,488,485.9,491.42,550.7,332.1,"46,16,429","2,26,86,02,553.45","73,032"
22-Dec-14,486.1,497.3,481.35,485.9,496,494.7,489.65,550.7,332.1,"31,91,672","1,56,28,05,376.90","68,368"
23-Dec-14,496.8,501.45,485.6,494.7,488.05,488.15,492.88,550.7,332.1,"41,21,567","2,03,14,47,706.20","48,543"
24-Dec-14,490.15,492.75,481.55,488.15,483.8,483.95,485.49,550.7,332.1,"64,40,960","3,12,69,97,284.55","44,534"
26-Dec-14,483,487.55,478.95,483.95,485.4,485.15,482.7,550.7,332.1,"23,14,336","1,11,71,38,964.85","31,678"
29-Dec-14,485.15,498,485.15,485.15,495.5,495.05,494.98,550.7,332.1,"27,88,674","1,38,03,28,692.65","76,734"
30-Dec-14,499,499.5,490.25,495.05,494.2,493.75,494.02,550.7,332.1,"16,83,677","83,17,72,443.45","27,473"
31-Dec-14,494.5,498.7,491.05,493.75,495.3,495.55,495.24,550.7,332.1,"31,83,466","1,57,65,68,979.45","50,748"
01-Jan-15,494.5,499.45,492.25,495.55,498.55,498.45,496.76,550.7,332.1,"9,34,528","46,42,33,503.40","12,769"
02-Jan-15,497.25,517.4,497.25,498.45,513.5,511.8,510.18,550.7,332.1,"41,48,596","2,11,65,14,668.95","60,297"
05-Jan-15,510.1,526,506.7,511.8,524.1,523.8,518.6,550.7,332.1,"66,86,952","3,46,78,49,662.00","89,227"
06-Jan-15,514.35,514.35,499.25,523.8,502,501.4,504.78,550.7,332.1,"78,94,918","3,98,51,70,190.70","1,60,548"
07-Jan-15,495,500.4,489.2,501.4,493.7,493.85,494.52,550.7,332.1,"91,34,678","4,51,72,69,079.10","1,66,649"
08-Jan-15,504,514.8,501,493.85,510,512,507.92,550.7,332.1,"54,76,843","2,78,17,91,592.45","1,18,182"
09-Jan-15,521.25,524.95,515.5,512,521,522.3,520.89,550.7,332.1,"40,10,545","2,08,90,58,222.80","65,449"
12-Jan-15,518.5,524.7,511.25,522.3,520.95,522.3,518.46,550.7,332.1,"25,33,395","1,31,34,63,755.80","46,938"
13-Jan-15,520.35,525.7,515.25,522.3,518.85,519.45,520.21,550.7,332.1,"42,82,874","2,22,79,96,719.25","1,08,600"
14-Jan-15,521.5,526.65,513.95,519.45,520.2,520.35,519.72,550.7,332.1,"60,06,186","3,12,15,45,709.90","1,50,795"
15-Jan-15,528.3,536,523.75,520.35,529.05,532.95,530.82,550.7,332.1,"68,29,305","3,62,51,52,251.80","1,03,995"
16-Jan-15,531.1,535.8,522.4,532.95,525.5,525.75,526.46,550.7,332.1,"42,05,034","2,21,37,92,796.35","1,16,101"
19-Jan-15,526.5,539.6,523.15,525.75,536.95,538.5,533.54,550.7,332.1,"45,68,341","2,43,73,70,243.70","80,811"
20-Jan-15,538.75,561,534.75,538.5,559.95,559.2,548.76,561,332.1,"60,75,180","3,33,38,43,231.05","1,13,370"
21-Jan-15,556.85,558.45,546,559.2,550.45,551.5,551.8,561,332.1,"64,52,158","3,56,03,10,824.35","96,859"
22-Jan-15,550.65,568.7,548.55,551.5,566.1,566.5,562.29,568.7,332.1,"59,46,787","3,34,38,22,905.55","1,07,930"
23-Jan-15,575,591.15,574,566.5,586.1,588.45,582.5,591.15,332.1,"76,82,336","4,47,49,84,692.15","92,066"
27-Jan-15,596.05,607.7,596.05,588.45,606,604.55,601.15,607.7,332.1,"71,36,967","4,29,04,11,449.75","1,96,320"
28-Jan-15,599,599.2,587,604.55,588.05,589.2,592.08,607.7,332.1,"82,09,728","4,86,07,91,955.90","1,04,919"
29-Jan-15,586,600.7,580.6,589.2,597,598.6,594.14,607.7,332.1,"58,12,166","3,45,32,48,019.85","85,051"
30-Jan-15,601.4,604.7,581.1,598.6,586.4,585.15,588.21,607.7,332.1,"41,36,616","2,43,31,80,217.40","86,101"
02-Feb-15,587.8,595.9,580.85,585.15,592.25,592.5,587.98,607.7,332.1,"43,16,925","2,53,82,70,511.05","88,096"
03-Feb-15,597.65,612.4,596.2,592.5,598.15,603.3,604.73,612.4,332.1,"60,35,606","3,64,99,24,353.50","96,822"
04-Feb-15,606.65,606.65,588.2,603.3,592,591.4,594.17,612.4,332.1,"33,62,648","1,99,80,01,258.25","47,277"
05-Feb-15,591,602.9,582,591.4,587.6,589.2,593.51,612.4,332.1,"67,74,777","4,02,09,08,756.15","89,368"
06-Feb-15,567.05,572,552.2,589.2,559.95,559.6,559.06,612.4,332.1,"1,20,91,509","6,75,98,53,519.45","1,38,040"
09-Feb-15,550,554.45,541.3,559.6,542.8,542.65,548.07,612.4,358,"45,79,430","2,50,98,70,470.20","1,03,468"
10-Feb-15,544,568,543.35,542.65,563.7,564.1,556.33,612.4,358,"55,57,625","3,09,18,76,969.95","1,52,320"
11-Feb-15,567,571.4,553.35,564.1,560.15,558.9,558.41,612.4,358,"45,88,336","2,56,21,89,629.95","48,774"
